collected_at,department,capacity,applicants,applicants_extra,capacity_general,applicants_general
2026-09-10T23:00,AI컴퓨터학부,60,75,6,42,55
2026-09-10T23:00,스마트IT학부,30,20,3,24,9
2026-09-10T23:00,전기전자공학과,35,148,11,25,93
2026-09-10T23:00,건축학과,35,62,7,35,62
2026-09-10T23:00,재난안전학과,25,45,1,20,44
2026-09-10T23:00,보건안전공학과,27,48,4,20,34
2026-09-10T23:40,AI컴퓨터학부,60,78,6,42,57
2026-09-10T23:40,스마트IT학부,30,21,3,24,10
2026-09-10T23:40,전기전자공학과,35,154,11,25,96
2026-09-10T23:40,건축학과,35,64,7,35,64
2026-09-10T23:40,재난안전학과,25,46,1,20,45
2026-09-10T23:40,보건안전공학과,27,51,4,20,37
2026-09-11T01:00,AI컴퓨터학부,60,80,6,42,57
2026-09-11T01:00,스마트IT학부,30,21,3,24,10
2026-09-11T01:00,전기전자공학과,35,158,11,25,99
2026-09-11T01:00,건축학과,35,65,7,35,65
2026-09-11T01:00,재난안전학과,25,48,2,20,47
2026-09-11T01:00,보건안전공학과,27,51,4,20,37
2026-09-11T02:00,AI컴퓨터학부,60,80,6,42,57
2026-09-11T02:00,스마트IT학부,30,22,3,24,10
2026-09-11T02:00,전기전자공학과,35,159,12,25,100
2026-09-11T02:00,건축학과,35,65,7,35,65
2026-09-11T02:00,재난안전학과,25,48,2,20,47
2026-09-11T02:00,보건안전공학과,27,53,4,20,39
2026-09-11T03:00,AI컴퓨터학부,60,81,6,42,58
2026-09-11T03:00,스마트IT학부,30,23,3,24,11
2026-09-11T03:00,전기전자공학과,35,160,12,25,101
2026-09-11T03:00,건축학과,35,65,8,35,65
2026-09-11T03:00,재난안전학과,25,48,2,20,47
2026-09-11T03:00,보건안전공학과,27,53,4,20,39
2026-09-11T04:00,AI컴퓨터학부,60,81,6,42,58
2026-09-11T04:00,스마트IT학부,30,23,3,24,11
2026-09-11T04:00,전기전자공학과,35,160,12,25,101
2026-09-11T04:00,건축학과,35,66,9,35,66
2026-09-11T04:00,재난안전학과,25,48,2,20,47
2026-09-11T04:00,보건안전공학과,27,53,4,20,39
2026-09-11T05:00,AI컴퓨터학부,60,81,6,42,58
2026-09-11T05:00,스마트IT학부,30,23,3,24,11
2026-09-11T05:00,전기전자공학과,35,160,12,25,101
2026-09-11T05:00,건축학과,35,66,9,35,66
2026-09-11T05:00,재난안전학과,25,48,2,20,47
2026-09-11T05:00,보건안전공학과,27,53,4,20,39
2026-09-11T06:00,AI컴퓨터학부,60,81,6,42,58
2026-09-11T06:00,스마트IT학부,30,23,3,24,11
2026-09-11T06:00,전기전자공학과,35,161,12,25,102
2026-09-11T06:00,건축학과,35,66,9,35,66
2026-09-11T06:00,재난안전학과,25,48,2,20,47
2026-09-11T06:00,보건안전공학과,27,53,4,20,39
